£||#||#||———
name||set||set_code||id||type||power||toughness||loyalty||manacost||converted_manacost||artist||flavor||color||generated_mana||number||rarity||rating||ruling||variation||ability||pricing_low||pricing_mid||pricing_high||watermark||print_number||is_original||back_id||number_int||name_CN||name_TW||name_FR||name_DE||name_IT||name_JP||name_PT||name_RU||name_ES||name_KO||type_CN||type_TW||type_FR||type_DE||type_IT||type_JP||type_PT||type_RU||type_ES||type_KO||ability_CN||ability_TW||ability_FR||ability_DE||ability_IT||ability_JP||ability_PT||ability_RU||ability_ES||ability_KO||flavor_CN||flavor_TW||flavor_FR||flavor_DE||flavor_IT||flavor_JP||flavor_PT||flavor_RU||flavor_ES||flavor_KO||color_identity||fully_handled||custom_sort||legality_Block||legality_Standard||legality_Modern||legality_Legacy||legality_Vintage||legality_Highlander||legality_French_Commander||legality_Tiny_Leaders_Commander||legality_Leviathan_Commander||legality_Commander||legality_Peasant||legality_Pauper||
Scavenger Grounds||Hour of Devastation||HOU||430871||Land — Desert||||||||||0||Steven Belledin||#When the last scrap of flesh is scoured away, the Curse of Wandering ends. Then the dead may sleep.#||L||{C}||182||R||5||£4/18/2017 : Desert is a land subtype with no special meaning. It doesn’t grant the land an intrinsic mana ability. Other cards may care about which lands are Deserts.£6/27/2017 : The sacrificed Desert will be in your graveyard to be exiled by the last ability of Scavenger Grounds.£6/27/2017 : If a Desert has an ability with a cost of “Sacrifice a Desert,” you can sacrifice that Desert to pay the cost for its own ability.||||{T}: Add {C} to your mana pool.£{2}, {T}, Sacrifice a Desert: Exile all cards from all graveyards.||||||||||||||||182||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||True||||||||||||||||||||||||||||
Scrounger of Souls||Hour of Devastation||HOU||430765||Creature — Horror||3||4||||{4}{B}||5||Zezhou Chen||#Yell for help, and that may answer.#||B||||76||C||5||||||Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#||||||||||||||||76||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||B||True||||||||||||||||||||||||||||
Seer of the Last Tomorrow||Hour of Devastation||HOU||430733||Creature — Naga Cleric||1||4||||{2}{U}||3||Sara Winters||#"The truth? It's been here all along. The Hours as we understood them are lies."#||U||||44||C||5||||||{U}, {T}, Discard a card: Target player puts the top three cards of his or her library into his or her graveyard.||||||||||||||||44||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Shefet Dunes||Hour of Devastation||HOU||430872||Land — Desert||||||||||0||Yeong-Hao Han||||L||{W}{C}||183||U||5||£4/18/2017 : Desert is a land subtype with no special meaning. It doesn’t grant the land an intrinsic mana ability. Other cards may care about which lands are Deserts.£6/27/2017 : If a Desert has an ability with a cost of “Sacrifice a Desert,” you can sacrifice that Desert to pay the cost for its own ability.||||{T}: Add {C} to your mana pool.£{T}, Pay 1 life: Add {W} to your mana pool.£{2}{W}{W}, {T}, Sacrifice a Desert: Creatures you control get +1/+1 until end of turn. Activate this ability only any time you could cast a sorcery.||||||||||||||||183||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Sidewinder Naga||Hour of Devastation||HOU||430823||Creature — Naga Warrior||3||2||||{2}{G}||3||Victor Adame Minguez||#"Those who embrace the harsh land rather than fight it find they have a powerful ally."£—Nissa Revane#||G||||134||C||5||£6/27/2017 : If an ability checks whether you control a Desert or there is a Desert card in your graveyard, having more than one doesn’t matter. Controlling one is the same as controlling five. There is also no extra bonus for both controlling one and having one in your graveyard.||||As long as you control a Desert or there is a Desert card in your graveyard, Sidewinder Naga gets +1/+0 and has trample.||||||||||||||||134||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||G||True||||||||||||||||||||||||||||
Sifter Wurm||Hour of Devastation||HOU||430824||Creature — Wurm||7||7||||{5}{G}{G}||7||Filip Burburan||#"Rhonas's monument belongs to the wurms now. Look elsewhere for refuge."£—Arnun, vizier of the menagerie#||G||||135||U||5||£6/27/2017 : Once Sifter Wurm’s triggered ability begins to resolve, no player may take other actions until it’s done. Notably, opponents can’t try to change your library after you scry but before you reveal the top card of your library.£6/27/2017 : For cards in your library with {X} in their mana costs, X is considered to be 0.£6/27/2017 : The converted mana cost of a split card is determined by the combined mana cost of its two halves.||||Trample£When Sifter Wurm enters the battlefield, scry 3, then reveal the top card of your library. You gain life equal to that card's converted mana cost.||||||||||||||||135||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||G||True||||||||||||||||||||||||||||
Sinuous Striker||Hour of Devastation||HOU||430734||Creature — Naga Warrior||2||2||||{2}{U}||3||Svetlin Velinov||||U||||45||U||5||£6/27/2017 : For each card with eternalize, a corresponding game play supplement token can be found in some Hour of Devastation booster packs. These supplements are not required to play with cards with eternalize; you can use the same items to represent an eternalized token as you would any other token.£6/27/2017 : If a creature card with eternalize is put into your graveyard during your main phase, you’ll have priority immediately afterward. You can activate its eternalize ability before any player can try to exile it, such as with Crook of Condemnation, if it’s legal for you to do so.£6/27/2017 : Once you’ve activated an eternalize ability, the card is immediately exiled. Opponents can’t try to stop the ability by exiling the card with an effect such as that of Crook of Condemnation.£6/27/2017 : The token copies exactly what was printed on the original card and nothing else, except the characteristics specifically modified by eternalize. It doesn’t copy any information about the object the card was before it was put into your graveyard.£6/27/2017 : The token is a Zombie in addition to its other types and is black instead of its other colors. Its base power and toughness are 4/4. It has no mana cost, and thus its converted mana cost is 0. These are copiable values of the token that other effects may copy.£6/27/2017 : Several cards have an eternalize cost that includes “Discard a card.” You can’t discard the card with eternalize to pay its own cost because the card has to be in your graveyard to begin activating its eternalize ability.||||{U}: Sinuous Striker gets +1/-1 until end of turn.£Eternalize—{3}{U}{U}, Discard a card. #({3}{U}{U}, Discard a card, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Naga Warrior with no mana cost. Eternalize only as a sorcery.)#||||||||||||||||45||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Solemnity||Hour of Devastation||HOU||430711||Enchantment||||||||{2}{W}||3||Greg Opalinski||#The arrival of the God-Pharaoh marked a betrayal of both gods and mortals.#||W||||22||R||5||£6/27/2017 : Solemnity doesn’t remove any counters players or permanents already have.£6/27/2017 : Solemnity stops counters from being put on an artifact, creature, enchantment, or land as it enters the battlefield, as well as stopping counters from being put on them later.£6/27/2017 : If the cost of an ability or an additional cost of a spell requires putting counters on an artifact, creature, enchantment, or land, that cost can’t be paid. If a resolving spell or ability says that a player may put counters on one of those objects, that player can’t choose to do so.£6/27/2017 : If a replacement effect allows a player to modify or replace an event by putting counters on an artifact, creature, enchantment, or land, that player may apply that replacement effect. Counters won’t be put on the object, but if the original event is entirely replaced (such as by applying Soul-Scar Mage’s replacement effect), the original event won’t happen.£6/27/2017 : If an artifact, creature, enchantment, or land would enter the battlefield with counters on it at the same time that Solemnity enters the battlefield, Solemnity doesn’t stop it from getting those counters.£6/27/2017 : Damage from a source with wither or infect has no effect on creatures or players. No -1/-1 counters are placed on creatures, and no damage is marked on them. Players don’t get poison counters and they don’t lose life. The damage is still dealt for purposes of effects that care about damage, such as lifelink.£6/27/2017 : Counters can be put on cards that aren't on the battlefield. Notably, suspended cards will still get time counters.£6/27/2017 : If a creature with tribute is entering the battlefield, the chosen opponent can’t pay tribute even if he or she wants to.£6/27/2017 : While resolving a cumulative upkeep trigger of a permanent, you’ll fail to put a counter on that permanent, then you may pay for the age counters already on it. If it has no age counters on it, you may pay {0}.||||Players can't get counters.£Counters can't be put on artifacts, creatures, enchantments, or lands.||||||||||||||||22||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Solitary Camel||Hour of Devastation||HOU||430712||Creature — Camel||3||2||||{2}{W}||3||Aaron Miller||#Deserts are inhospitable, not uninhabitable.#||W||||23||C||5||£6/27/2017 : If an ability checks whether you control a Desert or there is a Desert card in your graveyard, having more than one doesn’t matter. Controlling one is the same as controlling five. There is also no extra bonus for both controlling one and having one in your graveyard.||||Solitary Camel has lifelink as long as you control a Desert or there is a Desert card in your graveyard. #(Damage dealt by this creature also causes you to gain that much life.)#||||||||||||||||23||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Spellweaver Eternal||Hour of Devastation||HOU||430735||Creature — Zombie Naga Wizard||2||1||||{1}{U}||2||Jason Felix||#"They were once our brothers and sisters."£—Etha, former Rhet-crop initiate#||U||||46||C||5||£6/27/2017 : If multiple creatures block a creature with afflict, afflict triggers only once.£6/27/2017 : Afflict causes the defending player to lose life; it’s not damage or combat damage.£6/27/2017 : If a creature is attacking a planeswalker, that planeswalker’s controller is the defending player.£6/27/2017 : Afflict resolves before combat damage is dealt. If this loss of life brings a player to 0 life or less, that player loses the game immediately. A blocking creature with lifelink won’t deal combat damage in time to save that player.||||Prowess #(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)#£Afflict 2 #(Whenever this creature becomes blocked, defending player loses 2 life.)#||||||||||||||||46||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Steadfast Sentinel||Hour of Devastation||HOU||430713||Creature — Human Cleric||2||3||||{3}{W}||4||Karl Kopinski||||W||||24||C||5||£6/27/2017 : For each card with eternalize, a corresponding game play supplement token can be found in some Hour of Devastation booster packs. These supplements are not required to play with cards with eternalize; you can use the same items to represent an eternalized token as you would any other token.£6/27/2017 : If a creature card with eternalize is put into your graveyard during your main phase, you’ll have priority immediately afterward. You can activate its eternalize ability before any player can try to exile it, such as with Crook of Condemnation, if it’s legal for you to do so.£6/27/2017 : Once you’ve activated an eternalize ability, the card is immediately exiled. Opponents can’t try to stop the ability by exiling the card with an effect such as that of Crook of Condemnation.£6/27/2017 : The token copies exactly what was printed on the original card and nothing else, except the characteristics specifically modified by eternalize. It doesn’t copy any information about the object the card was before it was put into your graveyard.£6/27/2017 : The token is a Zombie in addition to its other types and is black instead of its other colors. Its base power and toughness are 4/4. It has no mana cost, and thus its converted mana cost is 0. These are copiable values of the token that other effects may copy.||||Vigilance£Eternalize {4}{W}{W} #({4}{W}{W}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Human Cleric with no mana cost. Eternalize only as a sorcery.)#||||||||||||||||24||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Steward of Solidarity||Hour of Devastation||HOU||430714||Creature — Human Warrior||2||2||||{1}{W}||2||Sara Winters||#In the midst of disaster, heroic acts became almost ordinary, and ordinary warriors became heroes.#||W||||25||U||5||£4/18/2017 : You can’t exert a creature unless an effect allows you to do so. Similar effects that “tap and freeze” a creature (such as that of Decision Paralysis) don’t exert that creature.£4/18/2017 : If an exerted creature is already untapped during your next untap step (most likely because it had vigilance or an effect untapped it), exert’s effect preventing it from untapping expires without having done anything.£4/18/2017 : If you gain control of another player’s creature until end of turn and exert it, it will untap during that player’s untap step.£6/27/2017 : Some cards in the Hour of Devastation set let you exert a creature as a cost to activate one of its abilities. You can exert it to pay that cost even if you’ve already exerted it earlier in the turn. Exerting it multiple times will keep it tapped only during your next untap step.||||{T}, Exert Steward of Solidarity: Create a 1/1 white Warrior creature token with vigilance. #(An exerted creature won't untap during your next untap step.)#||||||||||||||||25||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Strategic Planning||Hour of Devastation||HOU||430736||Sorcery||||||||{1}{U}||2||Matt Stewart||#"Bolas remade this place in his image. He has the advantage here. We must approach carefully."£—Jace Beleren#||U||||47||C||5||£10/1/2009 : If there are fewer than three cards in your library, you look at all of them, put one of them into your hand, and put the rest into your graveyard.||||Look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.||||||||||||||||47||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Striped Riverwinder||Hour of Devastation||HOU||430737||Creature — Serpent||5||5||||{6}{U}||7||Craig J Spearing||#The denizens of the Luxa River woke angry on the currents of blood.#||U||||48||C||5||||||Hexproof #(This creature can't be the target of spells or abilities your opponents control.)#£Cycling {U} #({U}, Discard this card: Draw a card.)#||||||||||||||||48||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Struggle // Survive||Hour of Devastation||HOU||430840||Instant // Sorcery||||||||{2}{R} // {1}{G}||3 // 2||Eric Deschamps // Eric Deschamps||||R // G||||151||U // U||5||£4/18/2017 : Split cards with aftermath have a new frame treatment—the half you can cast from your hand is oriented the same as other cards you’d cast from your hand, while the half you can cast from your graveyard is a traditional split card half. This frame treatment is for your convenience and has no rules significance.<tr class="post oddItem" style="background-color: rgba(255,255,366, 0.08);">£4/18/2017 : All split cards have two card faces on a single card, and you put a split card onto the stack with only the half you’re casting. The characteristics of the half of the card you didn’t cast are ignored while the spell is on the stack. For example, if an effect prevents you from casting green spells, you can cast Destined of Destined // Lead, but not Lead.£4/18/2017 : Each split card is a single card. For example, if you discard one, you’ve discarded one card, not two. If an effect counts the number of instant and sorcery cards in your graveyard, Destined // Lead counts once, not twice.<tr class="post oddItem" style="background-color: rgba(255,255,366, 0.08);">£4/18/2017 : Each split card has two names. If an effect instructs you to choose a card name, you may choose one, but not both.£4/18/2017 : While not on the stack, the characteristics of a split card are the combination of its two halves. For example, Destined // Lead is a green and black card, it is both an instant card and a sorcery card, and its converted mana cost is 6. This means that if an effect allows you to cast a card with converted mana cost 2 from your hand, you can’t cast Destined. This is a change from the previous rules for split cards.<tr class="post oddItem" style="background-color: rgba(255,255,366, 0.08);">£4/18/2017 : If you cast the first half of a split card with aftermath during your turn, you’ll have priority immediately after it resolves. You can cast the half with aftermath from your graveyard before any player can take any other action if it’s legal for you to do so.£4/18/2017 : If another effect allows you to cast a split card with aftermath from any zone other than a graveyard, you can’t cast the half with aftermath.<tr class="post oddItem" style="background-color: rgba(255,255,366, 0.08);">£4/18/2017 : If another effect allows you to cast a split card with aftermath from a graveyard, you may cast either half. If you cast the half that has aftermath, you’ll exile the card if it would leave the stack.£4/18/2017 : A spell with aftermath cast from a graveyard will always be exiled afterward, whether it resolves, it’s countered, or it leaves the stack in some other way.||||Struggle deals damage to target creature equal to the number of lands you control.£ // £Aftermath #(Cast this spell only from your graveyard. Then exile it.)#£Each player shuffles his or her graveyard into his or her library.||||||||||||||||151||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||GR||True||||||||||||||||||||||||||||
Sunscourge Champion||Hour of Devastation||HOU||430715||Creature — Human Wizard||2||3||||{2}{W}||3||Josu Hernaiz||||W||||26||U||5||£6/27/2017 : The amount of life you gain is determined as Sunscourge Champion’s triggered ability resolves. Players may respond to the ability by attempting to change its power.£6/27/2017 : If Sunscourge Champion leaves the battlefield before its triggered ability resolves, use its power as it last existed on the battlefield to determine how much life to gain. If that number is negative, you don’t gain any life and you don’t lose any life.£6/27/2017 : For each card with eternalize, a corresponding game play supplement token can be found in some Hour of Devastation booster packs. These supplements are not required to play with cards with eternalize; you can use the same items to represent an eternalized token as you would any other token.£6/27/2017 : If a creature card with eternalize is put into your graveyard during your main phase, you’ll have priority immediately afterward. You can activate its eternalize ability before any player can try to exile it, such as with Crook of Condemnation, if it’s legal for you to do so.£6/27/2017 : Once you’ve activated an eternalize ability, the card is immediately exiled. Opponents can’t try to stop the ability by exiling the card with an effect such as that of Crook of Condemnation.£6/27/2017 : The token copies exactly what was printed on the original card and nothing else, except the characteristics specifically modified by eternalize. It doesn’t copy any information about the object the card was before it was put into your graveyard.£6/27/2017 : The token is a Zombie in addition to its other types and is black instead of its other colors. Its base power and toughness are 4/4. It has no mana cost, and thus its converted mana cost is 0. These are copiable values of the token that other effects may copy.£6/27/2017 : If the card copied by the token had any “when [this permanent] enters the battlefield” abilities, then the token also has those abilities and will trigger them when it’s created. Similarly, any “as [this permanent] enters the battlefield” or “[this permanent] enters the battlefield with” abilities that the token has copied will also work.£6/27/2017 : Several cards have an eternalize cost that includes “Discard a card.” You can’t discard the card with eternalize to pay its own cost because the card has to be in your graveyard to begin activating its eternalize ability.||||When Sunscourge Champion enters the battlefield, you gain life equal to its power.£Eternalize—{2}{W}{W}, Discard a card. #({2}{W}{W}, Discard a card, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Human Wizard with no mana cost. Eternalize only as a sorcery.)#||||||||||||||||26||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||W||True||||||||||||||||||||||||||||
Sunset Pyramid||Hour of Devastation||HOU||430855||Artifact||||||||{2}||2||Jonas De Ro||#Decades to build. Hours to demolish.#||A||||166||U||5||||||Sunset Pyramid enters the battlefield with three brick counters on it.£{2}, {T}, Remove a brick counter from Sunset Pyramid: Draw a card.£{2}, {T}: Scry 1.||||||||||||||||166||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||True||||||||||||||||||||||||||||
Supreme Will||Hour of Devastation||HOU||430738||Instant||||||||{2}{U}||3||Alayna Danner||||U||||49||U||5||||||Choose one —£• Counter target spell unless its controller pays {3}.£• Look at the top four cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.||||||||||||||||49||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Survivors' Encampment||Hour of Devastation||HOU||430873||Land — Desert||||||||||0||Jonas De Ro||#"What will happen to us?" they asked.£The vizier paused. "I think . . . I think that's up to us now."#||L||{W}{U}{B}{R}{G}{C}||184||C||5||£4/18/2017 : Desert is a land subtype with no special meaning. It doesn’t grant the land an intrinsic mana ability. Other cards may care about which lands are Deserts.£6/27/2017 : To activate the last ability, you may tap any untapped creature you control, including one you haven’t controlled continuously since the beginning of your most recent turn. (Note that tapping the creature doesn’t use {T} [the tap symbol].)||||{T}: Add {C} to your mana pool.£{T}, Tap an untapped creature you control: Add one mana of any color to your mana pool.||||||||||||||||184||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||True||||||||||||||||||||||||||||
Swamp||Hour of Devastation||HOU||430876||Basic Land — Swamp||||||||||0||Clint Cearley||||L||{B}||187||C||5||||1||{B}||||||||||||||||187||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||B||True||||||||||||||||||||||||||||
Swarm Intelligence||Hour of Devastation||HOU||430739||Enchantment||||||||{6}{U}||7||Daniel Ljunggren||#The Locust God's children were numberless, relentlessly eating away every trace of the city's protection.#||U||||50||R||5||£6/27/2017 : Swarm Intelligence can copy any instant or sorcery spell, not just one with targets.£6/27/2017 : Swarm Intelligence can copy the spell even if it’s countered before Swarm Intelligence’s triggered ability resolves.£6/27/2017 : The copy is created on the stack, so it’s not “cast.” Abilities that trigger when a player casts a spell (such as Swarm Intelligence’s own ability) won’t trigger.£6/27/2017 : The copy will have the same targets as the spell it’s copying unless you choose new ones. You may change any number of the targets, including all of them or none of them. If, for one of the targets, you can’t choose a new legal target, then it remains unchanged (even if the current target is illegal).£6/27/2017 : If the spell that’s copied is modal (that is, it says “Choose one —” or the like), the copy will have the same mode. A different mode can’t be chosen.£6/27/2017 : If the spell that’s copied has an X whose value was determined as it was cast (like Torment of Hailfire does), the copy will have the same value of X.£6/27/2017 : If the spell has damage divided as it was cast (like Chandra’s Pyrohelix), the division can’t be changed (although the targets receiving that damage still can).£6/27/2017 : The controller of a copy can’t choose to pay any alternative or additional costs for the copy. However, effects based on any alternative or additional costs that were paid for the original spell are copied as though those same costs were paid for the copy.||||Whenever you cast an instant or sorcery spell, you may copy that spell. You may choose new targets for the copy.||||||||||||||||50||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||U||True||||||||||||||||||||||||||||
Tenacious Hunter||Hour of Devastation||HOU||430825||Creature — Crocodile||4||4||||{2}{G}{G}||4||Zezhou Chen||#The crocodiles of the Broken Lands, long used to feeding on undead flesh, eagerly flooded into Naktamun for a taste of something fresher.#||G||||136||U||5||£6/27/2017 : A creature with a -1/-1 counter on it controlled by any player satisfies Tenacious Hunter’s ability.£6/27/2017 : If Tenacious Hunter loses vigilance after attacking, it will remain untapped.||||As long as a creature has a -1/-1 counter on it, Tenacious Hunter has vigilance and deathtouch.||||||||||||||||136||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||G||True||||||||||||||||||||||||||||
The Locust God||Hour of Devastation||HOU||430828||Legendary Creature — God||4||4||||{4}{U}{R}||6||Lius Lasahido||||UR (O)||||139||M||5||£6/27/2017 : If a spell or ability causes you to put cards into your hand without specifically using the word “draw,” The Locust God’s first triggered ability won’t trigger.£6/27/2017 : If this creature dies but leaves your graveyard before the next end step, it will remain in its new zone.£6/27/2017 : The “next end step” refers to the next end step that occurs, not the end step of the next turn. If this creature dies before a turn’s end step (for example, during combat), it will be returned to its owner’s hand at the beginning of that turn’s end step.||||Flying£Whenever you draw a card, create a 1/1 blue and red Insect creature token with flying and haste.£{2}{U}{R}: Draw a card, then discard a card.£When The Locust God dies, return it to its owner's hand at the beginning of the next end step.||||||||||||||||139||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||UR||True||||||||||||||||||||||||||||
The Scarab God||Hour of Devastation||HOU||430834||Legendary Creature — God||5||5||||{3}{U}{B}||5||Lius Lasahido||||UB (O)||||145||M||5||£6/27/2017 : The number of Zombies you control is counted as The Scarab God’s first ability resolves. Players can try to change that number in response to the ability (perhaps by activating its second ability).£6/27/2017 : The token copies exactly what was printed on the original card and nothing else, except the characteristics it specifically modifies. It doesn’t copy any information about the object the card was before it was put into its owner’s graveyard.£6/27/2017 : The token is a Zombie instead of its other types (unlike Zombies created by an eternalize ability) and is black instead of its other colors. Its power and toughness are 4/4. These are copiable values of the token that other effects may copy.£6/27/2017 : Unlike the tokens created by an eternalize ability, this token has the mana cost and thus converted mana cost of the card it’s copying.£6/27/2017 : If the card copied by the token had any “when [this permanent] enters the battlefield” abilities, then the token also has those abilities and will trigger them when it’s created. Similarly, any “as [this permanent] enters the battlefield” or “[this permanent] enters the battlefield with” abilities that the token has copied will also work.£6/27/2017 : In a Two-Headed Giant game, The Scarab God’s first ability causes the opposing team to lose life equal to twice the number of Zombies you control, although you scry only equal to the number of Zombies you control.£6/27/2017 : If this creature dies but leaves your graveyard before the next end step, it will remain in its new zone.£6/27/2017 : The “next end step” refers to the next end step that occurs, not the end step of the next turn. If this creature dies before a turn’s end step (for example, during combat), it will be returned to its owner’s hand at the beginning of that turn’s end step.||||At the beginning of your upkeep, each opponent loses X life and you scry X, where X is the number of Zombies you control.£{2}{U}{B}: Exile target creature card from a graveyard. Create a token that's a copy of it, except it's a 4/4 black Zombie.£When The Scarab God dies, return it to its owner's hand at the beginning of the next end step.||||||||||||||||145||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||UB||True||||||||||||||||||||||||||||
The Scorpion God||Hour of Devastation||HOU||430835||Legendary Creature — God||6||5||||{3}{B}{R}||5||Lius Lasahido||||RB (O)||||146||M||5||£6/27/2017 : You’ll draw only one card when a creature with more than one -1/-1 counter on it dies.£6/27/2017 : If a creature with a -1/-1 counter on it dies at the same time as The Scorpion God does, you’ll draw a card. The same is true if The Scorpion God dies with a -1/-1 counter on it.£6/27/2017 : If this creature dies but leaves your graveyard before the next end step, it will remain in its new zone.£6/27/2017 : The “next end step” refers to the next end step that occurs, not the end step of the next turn. If this creature dies before a turn’s end step (for example, during combat), it will be returned to its owner’s hand at the beginning of that turn’s end step.||||Whenever a creature with a -1/-1 counter on it dies, draw a card.£{1}{B}{R}: Put a -1/-1 counter on another target creature.£When The Scorpion God dies, return it to its owner's hand at the beginning of the next end step.||||||||||||||||146||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||BR||True||||||||||||||||||||||||||||
Thorned Moloch||Hour of Devastation||HOU||430797||Creature — Lizard||2||2||||{2}{R}||3||James Paick||#Those who fled the destruction of the city stumbled into the territory of their prickly neighbors.#||R||||108||C||5||||||Prowess #(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)#£Thorned Moloch has first strike as long as it's attacking.||||||||||||||||108||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||R||True||||||||||||||||||||||||||||
Torment of Hailfire||Hour of Devastation||HOU||430766||Sorcery||||||||{X}{B}{B}||2||Grzegorz Rutkowski||#"Your God-Pharaoh has returned."#||B||||77||R||5||£6/27/2017 : If X is 0, Torment of Hailfire resolves with no effect.£6/27/2017 : While resolving Torment of Hailfire, your opponent chooses a card to be discarded without revealing it, chooses a nonland permanent to be sacrificed, or chooses to do neither. Then that player discards that card, sacrifices that permanent, or loses 3 life, then repeats this process if it hasn’t been done X times yet. Your opponent can always choose to lose 3 life, even if he or she has cards to discard or nonland permanents to sacrifice.£6/27/2017 : Each repetition through this process is done separately. If an opponent sacrifices a creature with an ability that triggers when another creature dies, for example, it will see creatures that are sacrificed before it, but not those are sacrificed after it.£6/27/2017 : State-based actions aren’t checked in between repetitions of this process, so the game state may be a little unusual while making the choice. For example, a player may sacrifice a creature and then later sacrifice an Aura that was attached to that creature.£6/27/2017 : In a multiplayer game, each opponent in turn order makes his or her choice once, then all of the actions occur simultaneously, then they repeat this process if it hasn’t been done X times yet. Opponents will know choices made by earlier opponents when making their choices, although a card chosen to be discarded this way isn’t revealed until it’s discarded.£6/27/2017 : In a Two-Headed Giant game, Torment of Hailfire causes both opponents to sacrifice a nonland permanent, discard a card, or lose 3 life X times. Your opponents can choose the same torment or different ones each time.||||Repeat the following process X times. Each opponent loses 3 life unless that player sacrifices a nonland permanent or discards a card.||||||||||||||||77||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||B||True||||||||||||||||||||||||||||
Torment of Scarabs||Hour of Devastation||HOU||430767||Enchantment — Aura Curse||||||||{3}{B}||4||Bastien L. Deharme||#Like a carpet unrolling for their god, the scarabs poured out from the necropolis.#||B||||78||U||5||£6/27/2017 : While resolving the triggered ability of Torment of Scarabs, the enchanted player chooses a card to be discarded without revealing it, chooses a nonland permanent to be sacrificed, or chooses to do neither. Then that player discards that card, sacrifices that permanent, or loses 3 life. That player can always choose to lose 3 life, even if he or she has cards to discard or nonland permanents to sacrifice.||||Enchant player£At the beginning of enchanted player's upkeep, that player loses 3 life unless he or she sacrifices a nonland permanent or discards a card.||||||||||||||||78||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||B||True||||||||||||||||||||||||||||
